WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;MeestVoorkomendePostcode_113;HuishoudensTotaal_28;GemiddeldeHuishoudensgrootte_32;Bevolkingsdichtheid_33;GemiddeldeWOZWaardeVanWoningen_35;PercentageEengezinswoning_36;Koopwoningen_40;InBezitWoningcorporatie_42;InBezitOverigeVerhuurders_43;BouwjaarVanaf2000_46;GemiddeldAardgasverbruikTotaal_55;Gemiddeld_opleidingsniveau;Percent_inkomensontvangers;Bedrijfsvestigingen_per_huishuidens;PersonenautoSPerHuishouden_102;AfstandTotSchool_108;Omgevingsadressendichtheid_116
Drie Papegaaien;Wassenaar;Buurt;6290000;2243;365;2,5;783,0;1010,0;70,0;72,0;0,0;24,0;11,0;;2,596774193548387;;0,3150684931506849;1,4;0,7;565,0
Oud-Wassenaar;Wassenaar;Buurt;6290001;2243;325;1,8;538,0;1021,0;34,0;49,0;0,0;48,0;36,0;;2,3333333333333335;;0,24615384615384617;1,5;1,3;353,0
Nieuw-Wassenaar;Wassenaar;Buurt;6290002;2244;520;2,6;1148,0;1095,0;77,0;85,0;0,0;13,0;1,0;;2,595505617977528;;0,27884615384615385;1,5;0,5;481,0
Duindigt met Groenendaal;Wassenaar;Buurt;6290003;2244;85;2,6;95,0;704,0;93,0;67,0;0,0;31,0;3,0;;2,3333333333333335;;0,5294117647058824;1,3;2,2;810,0
Oud-Clingendaal;Wassenaar;Buurt;6290004;2245;290;2,4;432,0;773,0;68,0;57,0;0,0;42,0;5,0;;2,537037037037037;;0,3620689655172414;1,7;1,9;406,0
De Kieviet;Wassenaar;Buurt;6290005;2243;510;2,6;470,0;1877,0;98,0;83,0;0,0;13,0;8,0;;2,5729166666666665;;0,4019607843137255;2,0;0,8;261,0
Kerkehout;Wassenaar;Buurt;6290006;2245;515;2,0;3580,0;342,0;79,0;30,0;62,0;8,0;18,0;;1,9375;;0,18446601941747573;0,9;2,2;436,0
Klingenbosch;Wassenaar;Buurt;6290007;2244;200;2,5;1503,0;1217,0;100,0;85,0;0,0;12,0;3,0;;2,5428571428571427;;0,325;1,5;1,3;280,0
Verspreide huizen Eikenhorst;Wassenaar;Buurt;6290008;2245;10;2,5;6,0;;;;;;;;;;1,0;;2,4;125,0
Verspreide huizen Meijendel;Wassenaar;Buurt;6290009;2242;15;1,9;2,0;;;;;;;;;;1,0;;1,4;267,0
De Paauw;Wassenaar;Buurt;6290100;2242;490;2,6;2306,0;1019,0;89,0;75,0;7,0;17,0;1,0;;2,611111111111111;;0,336734693877551;1,4;0,4;1444,0
Dorp Wassenaar;Wassenaar;Buurt;6290101;2242;1350;2,0;5958,0;403,0;61,0;48,0;32,0;18,0;11,0;;2,2216216216216216;;0,3148148148148148;1,0;0,5;1786,0
Oostdorp;Wassenaar;Buurt;6290102;2242;895;2,2;7388,0;322,0;91,0;32,0;63,0;6,0;15,0;;1,8741258741258742;;0,22905027932960895;1,0;0,8;1844,0
Zijlwatering en haven;Wassenaar;Buurt;6290103;2241;2130;2,1;7361,0;293,0;55,0;41,0;42,0;17,0;7,0;;2,0694006309148265;;0,14788732394366197;0,9;0,5;2153,0
De Deijl;Wassenaar;Buurt;6290104;2242;730;2,5;5877,0;577,0;80,0;72,0;14,0;14,0;0,0;;2,378787878787879;;0,2534246575342466;1,2;0,3;2054,0
Groot Deijleroord en Ter Weer;Wassenaar;Buurt;6290105;2241;2225;2,3;5114,0;384,0;70,0;61,0;26,0;13,0;5,0;;2,1538461538461537;;0,15280898876404495;1,1;0,5;1764,0
Rijksdorp met De Pan;Wassenaar;Buurt;6290106;2242;140;2,2;315,0;1706,0;99,0;83,0;0,0;14,0;14,0;;2,4615384615384617;;0,4642857142857143;1,6;2,5;107,0
Maaldrift;Wassenaar;Buurt;6290107;2241;50;2,4;283,0;637,0;87,0;84,0;0,0;16,0;10,0;;2,1818181818181817;;0,8;1,4;1,4;482,0
Verspr.h. Raaphorst en in poldergebied;Wassenaar;Buurt;6290108;2245;150;2,3;46,0;638,0;84,0;79,0;0,0;21,0;12,0;;2,0714285714285716;;0,6;1,7;1,4;763,0
Verspr.h. Duinrell Wassenaarse Slag;Wassenaar;Buurt;6290109;2242;225;2,4;69,0;828,0;100,0;79,0;0,0;21,0;1,0;;2,671875;;0,24444444444444444;1,0;0,6;1080,0
Weteringpark;Wassenaar;Buurt;6290110;2241;265;2,1;2840,0;371,0;71,0;48,0;50,0;2,0;5,0;;2,3469387755102042;;0,11320754716981132;1,1;1,2;1315,0
Monnickendam;Waterland;Buurt;8520000;1141;895;2,2;2303,0;379,0;88,0;75,0;15,0;10,0;9,0;;2,193548387096774;;0,40782122905027934;1,1;0,3;882,0
Oranjewijk;Waterland;Buurt;8520001;1141;400;2,4;7734,0;260,0;87,0;57,0;35,0;8,0;13,0;;1,9848484848484849;;0,15;0,9;0,2;1184,0
Markgouw;Waterland;Buurt;8520002;1141;1040;2,0;5013,0;257,0;65,0;39,0;58,0;3,0;13,0;;1,9402985074626866;;0,10096153846153846;0,8;0,5;1125,0
Ringshemmen;Waterland;Buurt;8520003;1141;695;2,4;5635,0;332,0;91,0;77,0;21,0;2,0;0,0;;2,3360655737704916;;0,18705035971223022;1,1;0,4;949,0
Ooster Ee;Waterland;Buurt;8520004;1141;405;2,2;6954,0;304,0;76,0;59,0;40,0;1,0;0,0;;2,1549295774647885;;0,1728395061728395;1,1;0,6;1121,0
't Spil;Waterland;Buurt;8520005;1141;85;2,0;3120,0;301,0;64,0;64,0;36,0;0,0;0,0;;2,1538461538461537;;0,29411764705882354;0,9;0,5;1187,0
Binnengouw;Waterland;Buurt;8520006;1141;250;2,6;4208,0;359,0;100,0;97,0;0,0;3,0;1,0;;2,12;;0,2;1,2;0,8;1017,0
Buitengouw;Waterland;Buurt;8520007;1141;295;2,6;6569,0;442,0;100,0;95,0;0,0;5,0;0,0;;2,2903225806451615;;0,288135593220339;1,4;1,2;717,0
Verspreide huizen;Waterland;Buurt;8520009;1141;105;2,4;37,0;594,0;94,0;88,0;0,0;12,0;17,0;;1,95;;0,5238095238095238;1,4;2,5;90,0
De Purmer (gedeeltelijk);Waterland;Buurt;8520010;1482;65;2,3;27,0;496,0;89,0;94,0;0,0;6,0;2,0;;2,0833333333333335;;0,46153846153846156;1,4;3,1;20,0
